path,column_position,column,observed_type,missing_values,nonmissing_values,first_nonmissing_example,definition,units
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_by_donor_condition.csv,2,ConditionCode,text,0,53,N,Source-defined field: ConditionCode. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_by_donor_condition.csv,3,condition_label,text,0,53,Neutrophils alone,Source-defined field: condition_label. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_by_donor_condition.csv,4,neutrophil_cells,numeric,0,53,55,Source-defined field: neutrophil_cells. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_by_donor_condition.csv,5,OSM_mean,numeric,0,53,0.704480408874377,Source-defined field: OSM_mean. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_by_donor_condition.csv,6,OSM_pct,numeric,0,53,16.3636363636364,Source-defined field: OSM_pct. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_by_donor_condition.csv,7,CXCR4_mean,numeric,0,53,2.75293343744475,Source-defined field: CXCR4_mean. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_by_donor_condition.csv,8,CXCR4_pct,numeric,0,53,45.4545454545455,Source-defined field: CXCR4_pct. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_by_donor_condition.csv,9,MX1_mean,numeric,0,53,0,Source-defined field: MX1_mean. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_by_donor_condition.csv,10,MX1_pct,numeric,0,53,0,Source-defined field: MX1_pct. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_by_donor_condition.csv,11,PADI4_mean,numeric,0,53,0.188818106565751,Source-defined field: PADI4_mean. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_by_donor_condition.csv,12,PADI4_pct,numeric,0,53,5.45454545454545,Source-defined field: PADI4_pct. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_condition_summary.csv,1,ConditionCode,text,0,9,PRE,Source-defined field: ConditionCode. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_condition_summary.csv,2,condition_label,text,0,9,Pre-culture,Source-defined field: condition_label. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_condition_summary.csv,3,cells,numeric,0,9,48189,Source-defined field: cells. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_condition_summary.csv,4,donors,numeric,0,9,5,Source-defined field: donors. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_condition_summary.csv,5,OSM_mean,numeric,0,9,0.406978341555399,Source-defined field: OSM_mean. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_condition_summary.csv,6,OSM_pct,numeric,0,9,10.5833281454274,Source-defined field: OSM_pct. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_condition_summary.csv,7,CXCR4_mean,numeric,0,9,2.5162059867534,Source-defined field: CXCR4_mean. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_condition_summary.csv,8,CXCR4_pct,numeric,0,9,49.2560542862479,Source-defined field: CXCR4_pct. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_condition_summary.csv,9,MX1_mean,numeric,0,9,0.248547544259734,Source-defined field: MX1_mean. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_condition_summary.csv,10,MX1_pct,numeric,0,9,6.15078129863662,Source-defined field: MX1_pct. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_condition_summary.csv,11,PADI4_mean,numeric,0,9,0.412298353882704,Source-defined field: PADI4_mean. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_condition_summary.csv,12,PADI4_pct,numeric,0,9,10.5293739235095,Source-defined field: PADI4_pct. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_paired_condition_tests.csv,1,metric,text,0,64,OSM_mean,Source-defined field: metric. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_paired_condition_tests.csv,2,reference,text,0,64,PRE,Source-defined field: reference. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_paired_condition_tests.csv,3,comparison,text,0,64,N,Source-defined field: comparison. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_paired_condition_tests.csv,4,contrast,text,0,64,N vs pre-culture,Source-defined field: contrast. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_paired_condition_tests.csv,5,n_pairs,numeric,0,64,0,Count of the source-defined unit indicated by the column name,count
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_paired_condition_tests.csv,6,median_paired_change,numeric,8,56,-0.127631498830892,Source-defined field: median_paired_change. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_paired_condition_tests.csv,7,p_value,numeric,8,56,0.529368106184798,P value for the source-defined test; adjustment only when identified in field name,dimensionless
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_paired_condition_tests.csv,8,"grepl(""_pct$"", metric)",boolean,0,64,FALSE,"Source-defined field: grepl(""_pct$"", metric). Interpret with the file context and Methods; no unverified biological definition is assigned.",source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_OSM_CXCR4_MX1_PADI4_paired_condition_tests.csv,9,FDR,numeric,8,56,0.868941023449678,Multiple-testing-adjusted source P value; correction family is endpoint-specific,dimensionless
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_composition_by_condition.csv,1,ConditionCode,text,0,37,PRE,Source-defined field: ConditionCode. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_composition_by_condition.csv,2,condition_label,text,0,37,Pre-culture,Source-defined field: condition_label. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_composition_by_condition.csv,3,neutrophil_state_annotation,text,0,37,Low RNA neutrophils,Source-defined field: neutrophil_state_annotation. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_composition_by_condition.csv,4,cells,numeric,0,37,41461,Source-defined field: cells. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_composition_by_condition.csv,5,total_neutrophils,numeric,0,37,48189,Source-defined field: total_neutrophils. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_composition_by_condition.csv,6,proportion,numeric,0,37,0.860383074975617,Source-defined field: proportion. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_composition_by_donor_condition.csv,1,DonorID,text,0,195,Donor1,Source-defined field: DonorID. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_composition_by_donor_condition.csv,2,ConditionCode,text,0,195,N,Source-defined field: ConditionCode. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_composition_by_donor_condition.csv,3,condition_label,text,0,195,Neutrophils alone,Source-defined field: condition_label. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_composition_by_donor_condition.csv,4,neutrophil_state_annotation,text,0,195,PADI4 neutrophil,Source-defined field: neutrophil_state_annotation. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_composition_by_donor_condition.csv,5,cells,numeric,0,195,3,Source-defined field: cells. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_composition_by_donor_condition.csv,6,total_neutrophils,numeric,0,195,55,Source-defined field: total_neutrophils. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_composition_by_donor_condition.csv,7,proportion,numeric,0,195,0.0545454545454545,Source-defined field: proportion. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_contrasts.csv,1,reference,text,0,9,PRE,Source-defined field: reference. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_contrasts.csv,2,comparison,text,0,9,N,Source-defined field: comparison. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_contrasts.csv,3,contrast,text,0,9,Neutrophils alone vs pre-culture,Source-defined field: contrast. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_contrasts.csv,4,paired,boolean,0,9,FALSE,Source-defined field: paired. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_donor_condition.csv,1,DonorID,text,0,265,NC1,Source-defined field: DonorID. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_donor_condition.csv,2,ConditionCode,text,0,265,PRE,Source-defined field: ConditionCode. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_donor_condition.csv,3,neutrophil_state_annotation,text,0,265,Low RNA neutrophils,Source-defined field: neutrophil_state_annotation. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_donor_condition.csv,4,cells,numeric,0,265,12848,Source-defined field: cells. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_donor_condition.csv,5,total_neutrophils,numeric,0,265,15428,Source-defined field: total_neutrophils. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_donor_condition.csv,6,proportion,numeric,0,265,0.832771584132746,Source-defined field: proportion. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_donor_condition.csv,7,condition_label,text,0,265,Pre-culture,Source-defined field: condition_label. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_pooled_composition.csv,1,ConditionCode,text,0,37,CF,Source-defined field: ConditionCode. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_pooled_composition.csv,2,neutrophil_state_annotation,text,0,37,CXCR4 neutrophil,Source-defined field: neutrophil_state_annotation. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_pooled_composition.csv,3,cells,numeric,0,37,4164,Source-defined field: cells. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_pooled_composition.csv,4,total_neutrophils,numeric,0,37,8738,Source-defined field: total_neutrophils. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_pooled_composition.csv,5,proportion,numeric,0,37,0.476539253833829,Source-defined field: proportion. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_pooled_composition.csv,6,condition_label,text,0,37,Control fibroblast co-culture,Source-defined field: condition_label. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_tests.csv,1,neutrophil_state_annotation,text,0,45,Low RNA neutrophils,Source-defined field: neutrophil_state_annotation. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_tests.csv,2,reference,text,0,45,PRE,Source-defined field: reference. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_tests.csv,3,comparison,text,0,45,N,Source-defined field: comparison. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_tests.csv,4,contrast,text,0,45,Neutrophils alone vs pre-culture,Source-defined field: contrast. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_tests.csv,5,paired,boolean,0,45,FALSE,Source-defined field: paired. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_tests.csv,6,n_reference,numeric,0,45,5,Count of the source-defined unit indicated by the column name,count
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_tests.csv,7,n_comparison,numeric,0,45,6,Count of the source-defined unit indicated by the column name,count
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_tests.csv,8,n_pairs,numeric,5,40,6,Count of the source-defined unit indicated by the column name,count
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_tests.csv,9,reference_median_pct,numeric,0,45,87.9756026720883,Source-defined field: reference_median_pct. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_tests.csv,10,comparison_median_pct,numeric,0,45,0,Source-defined field: comparison_median_pct. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_tests.csv,11,median_change_percentage_points,numeric,0,45,-87.9756026720883,Difference in relative representation for the stated contrast,percentage points
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_tests.csv,12,mean_change_percentage_points,numeric,0,45,-86.669047460697,Difference in relative representation for the stated contrast,percentage points
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_tests.csv,13,p_value,numeric,0,45,0.00389048734268555,P value for the source-defined test; adjustment only when identified in field name,dimensionless
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_tests.csv,14,FDR_within_contrast,numeric,0,45,0.0135218621092763,Multiple-testing-adjusted source P value; correction family is endpoint-specific,dimensionless
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_tests.csv,15,FDR_global,numeric,0,45,0.121696758983487,Multiple-testing-adjusted source P value; correction family is endpoint-specific,dimensionless
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_state_differential_abundance_tests.csv,16,significance,missing only,45,0,,Source-defined field: significance. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_subcluster_all_markers_downsampled.csv,1,p_val,numeric,0,1128,1.14838269653619e-121,P value for the source-defined test; adjustment only when identified in field name,dimensionless
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_subcluster_all_markers_downsampled.csv,2,avg_log2FC,numeric,0,1128,0.25602040153617,Source-defined field: avg_log2FC. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_subcluster_all_markers_downsampled.csv,3,pct.1,numeric,0,1128,0.039,Source-defined field: pct.1. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_subcluster_all_markers_downsampled.csv,4,pct.2,numeric,0,1128,0.289,Source-defined field: pct.2. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_subcluster_all_markers_downsampled.csv,5,p_val_adj,numeric,0,1128,3.93550750102952e-118,P value for the source-defined test; adjustment only when identified in field name,dimensionless
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_subcluster_all_markers_downsampled.csv,6,cluster,numeric,0,1128,1,Source-defined field: cluster. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_subcluster_all_markers_downsampled.csv,7,gene,text,0,1128,RTN4,Gene symbol or identifier as recorded,identifier
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_subcluster_annotation_key.csv,1,neutrophil_subcluster,numeric,0,31,1,Source-defined field: neutrophil_subcluster. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_subcluster_annotation_key.csv,2,neutrophil_cluster_annotation,text,0,31,Low-signal neutrophil,Source-defined field: neutrophil_cluster_annotation. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_subcluster_annotation_key.csv,3,annotation_confidence,text,0,31,Moderate,Source-defined field: annotation_confidence. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_subcluster_annotation_key.csv,4,defining_features,text,0,31,Low RNA signal; majority prior low-signal/LowRNA calls,Source-defined field: defining_features. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_subcluster_condition_counts.csv,1,Subcluster,numeric,0,279,1,Source-defined field: Subcluster. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_subcluster_condition_counts.csv,2,Condition,text,0,279,CF,Recorded experimental or clinical condition,category
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_subcluster_condition_counts.csv,3,Freq,numeric,0,279,9908,Source-defined field: Freq. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_subcluster_existing_state_overlap.csv,1,Subcluster,numeric,0,527,1,Source-defined field: Subcluster. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_subcluster_existing_state_overlap.csv,2,Existing_state,text,0,527,Activated FAP+ fibroblast,Source-defined field: Existing_state. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/culture_annotation/Neutrophil_Subclustering/neutrophil_subcluster_existing_state_overlap.csv,3,Freq,numeric,0,527,0,Source-defined field: Freq. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/figure1/fibroblast_existing_umap.csv,1,cell,text,0,5187,SAM24406426_150692,Source-defined field: cell. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/figure1/fibroblast_existing_umap.csv,2,UMAP1,numeric,0,5187,-2.67855794545894,Source-defined field: UMAP1. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/figure1/fibroblast_existing_umap.csv,3,UMAP2,numeric,0,5187,-1.11474465339589,Source-defined field: UMAP2. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/figure1/fibroblast_existing_umap.csv,4,condition,text,0,5187,Uninflamed UC,Recorded experimental or clinical condition,category
source_data/earlier_figure_sources/figure1/fibroblast_existing_umap.csv,5,state,text,0,5187,LP fibroblast,Recorded cell-state annotation,category
source_data/earlier_figure_sources/figure1/fibroblast_existing_umap.csv,6,patient,text,0,5187,P007,Recorded patient identifier,identifier
source_data/earlier_figure_sources/figure1/fibroblast_existing_umap.csv,7,lineage,text,0,5187,Fibroblast,Source-defined field: lineage. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/figure1/figure1_prioritized_interactions.csv,1,contrast,text,0,18,Inflamed.UC-Uninflamed.UC,Source-defined field: contrast. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/figure1/figure1_prioritized_interactions.csv,2,group,text,0,18,Inflamed.UC,Recorded analysis group,category
source_data/earlier_figure_sources/figure1/figure1_prioritized_interactions.csv,3,sender,text,0,18,Fibroblast,Source-defined field: sender. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/figure1/figure1_prioritized_interactions.csv,4,receiver,text,0,18,Neutrophil,Source-defined field: receiver. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/figure1/figure1_prioritized_interactions.csv,5,ligand,text,0,18,CSF3,Source-defined field: ligand. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/figure1/figure1_prioritized_interactions.csv,6,receptor,text,0,18,CSF3R,Source-defined field: receptor. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/figure1/figure1_prioritized_interactions.csv,7,lr_interaction,text,0,18,CSF3_CSF3R,Source-defined field: lr_interaction. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/figure1/figure1_prioritized_interactions.csv,8,id,text,0,18,CSF3_CSF3R_Fibroblast_Neutrophil,Source-defined field: id. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/figure1/figure1_prioritized_interactions.csv,9,scaled_lfc_ligand,numeric,0,18,1,Source-defined field: scaled_lfc_ligand. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
source_data/earlier_figure_sources/figure1/figure1_prioritized_interactions.csv,10,scaled_p_val_ligand_adapted,numeric,0,18,1,Source-defined field: scaled_p_val_ligand_adapted. Interpret with the file context and Methods; no unverified biological definition is assigned.,source-defined / see Methods
